animation_name,length_sec,track_count,correct_hip,correct_xz,animation_type,weapon_attached,wired_connections,storage_domain,verified_for_use,skeleton,pack_or_folder,source_path,in_wiring_table,asset_exists,load_ok,notes,asset_cache_key,controller_status,optimization_priority,default_loop_policy,preload_tier,recommended_action
run-forward,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{walkF+runF},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/run-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/run-forward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
run-left,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{walkL+runL},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/run-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/run-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
run-right,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{walkR+runR},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/run-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/run-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
shoot,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,shotgun,shotgun:{shoot},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/shoot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/shoot,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
start-run,1.7333,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,shotgun,shotgun:{dash},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/start-run,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/start-run,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
turn-90-left,1.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{turnL},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/turn-90-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/turn-90-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
turn-90-right,1.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{turnR},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/turn-90-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/turn-90-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
lance-spartan,1.3667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,spear,spear:{attack3+dashAttack},local:public/anim,wired_and_loads,mixamo,spear,animations/spear/lance-spartan,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/spear/lance-spartan,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
rising-thrust,2.3333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,axe|mace,axe:{stab} | mace:{stab},local:public/anim,wired_and_loads,mixamo,spear,animations/spear/rising-thrust,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/spear/rising-thrust,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
upward-thrust,1.2333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,spear,spear:{attack1+stab},local:public/anim,wired_and_loads,mixamo,spear,animations/spear/upward-thrust,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/spear/upward-thrust,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
Back_Flip_To_Uppercut,5.8333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{jumpAttack},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/Back_Flip_To_Uppercut,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/back_flip_to_uppercut,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
Falling_To_Roll,2.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,unarmed,unarmed:{land},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/Falling_To_Roll,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/falling_to_roll,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
fight-idle,7.4667,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,unarmed,unarmed:{idles},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/fight-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/fight-idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
flip-kick,2.0333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{skill},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/flip-kick,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/flip-kick,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
kicking,2.2000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{attack3},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/kicking,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/kicking,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
knee-jabs-to-uppercut,2.2667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{comboHit2},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/knee-jabs-to-uppercut,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/knee-jabs-to-uppercut,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
punch-combo,2.2000,35,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{attack4},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/punch-combo,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/punch-combo,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
punch-to-elbow-combo,5.0000,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{comboHit1},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/punch-to-elbow-combo,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/punch-to-elbow-combo,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
quick-kick,1.9333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{attack2+dashAttack},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/quick-kick,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/quick-kick,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
strike-down,0.0333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{attack5},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/strike-down,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/strike-down,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
vampiric-bite,3.0333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{attack6},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/vampiric-bite,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/striker/vampiric-bite,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
swimming,4.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,swim,traversal:{forward+back},local:public/anim,wired_and_loads,mixamo,swim,animations/swim/swimming,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/swim/swimming,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
swimming-to-edge,5.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{swimExit},local:public/anim,wired_and_loads,mixamo,swim,animations/swim/swimming-to-edge,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/swim/swimming-to-edge,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
treading-water,3.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,swim,traversal:{idle},local:public/anim,wired_and_loads,mixamo,swim,animations/swim/treading-water,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/swim/treading-water,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
draw-sword-1,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,sword,sword:{draw},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/draw-sword-1,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/draw-sword-1,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
great-sword-slide-attack,2.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,axe|bow|greataxe|greatsword|hammer|hammer2h|mace|mace2h|spear,greatsword:{dashAttack} | axe:{dashAttack} | mace:{dashAttack} | spear:{skill} | hammer:{dashAttack} | greataxe:{dashAttack} | hammer2h:{dashAttack} | mace2h:{dashAttack} | bow:{dashAttack+skill},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/great-sword-slide-attack,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/great-sword-slide-attack,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
inward-slash,2.2000,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,spear|sword,sword:{attack4} | spear:{attack2},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/inward-slash,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/inward-slash,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
melee-downward,2.2667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,hammer|mace,mace:{attack3} | hammer:{attack3},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/melee-downward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/melee-downward,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
melee-horizontal,2.4000,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,axe|hammer,axe:{attack2} | hammer:{attack2},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/melee-horizontal,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/melee-horizontal,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
one-hand-sword-combo,4.5333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,sword,sword:{dashAttack},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/one-hand-sword-combo,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/one-hand-sword-combo,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
outward-slash,2.0333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global|knife,knife:{attack3} | global:{outsideSlash},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/outward-slash,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/outward-slash,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
sheath-sword-1,1.2667,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,sword,sword:{sheath},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sheath-sword-1,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sheath-sword-1,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
sword-and-shield-attack,2.3333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global|sword,sword:{attack2} | global:{insideSlash},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-attack,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-attack,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
sword-and-shield-attack-2,1.3000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,sword,sword:{attack1},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-attack-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-attack-2,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
sword-and-shield-attack-3,1.7333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,hammer|sword,sword:{attack3} | hammer:{attack1},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-attack-3,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-attack-3,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
sword-and-shield-attack-4,1.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,sword,sword:{attack6},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-attack-4,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-attack-4,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
sword-and-shield-attack-5,2.3333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,sword,sword:{attack5},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-attack-5,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-attack-5,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
sword-and-shield-block,0.5667,21,pipeline_locked_if_played,pipeline_locked_if_played,defense,axe|hammer|mace|sword,sword:{blockStart} | axe:{blockStart} | mace:{blockStart} | hammer:{blockStart},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-block,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-block,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
sword-and-shield-block-idle,1.4000,21,pipeline_locked_if_played,pipeline_locked_if_played,defense,axe|hammer|mace|sword,sword:{blockIdle} | axe:{blockIdle} | mace:{blockIdle} | hammer:{blockIdle},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-block-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-block-idle,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
sword-and-shield-casting,2.9667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,mace2h|sword,sword:{skill} | mace2h:{skill},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-casting,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-casting,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
sword-and-shield-death,2.3000,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,axe|hammer|mace|sword,sword:{death} | axe:{death} | mace:{death} | hammer:{death},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-death,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-death,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
sword-and-shield-idle,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,sword,sword:{idle},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
sword-and-shield-run,0.7000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,sword,sword:{runF},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-run,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-run,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
sword-and-shield-run-2,0.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,sword,sword:{walkF},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-run-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-run-2,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
sword-and-shield-run-back,0.5333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,sword,sword:{walkB+runB},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-run-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-run-back,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
sword-and-shield-strafe,0.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,sword,sword:{walkL+runL},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-strafe,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-strafe,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
sword-and-shield-strafe-2,0.7000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,sword,sword:{walkR+runR},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-strafe-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-strafe-2,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
sword-and-shield-turn,0.9333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,axe|hammer|mace|sword,sword:{turnL} | axe:{turnL} | mace:{turnL} | hammer:{turnL},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-turn,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-turn,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
sword-and-shield-turn-2,0.9333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,axe|hammer|mace|sword,sword:{turnR} | axe:{turnR} | mace:{turnR} | hammer:{turnR},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/sword-and-shield-turn-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/sword-and-shield-turn-2,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
two-hand-sword-combo,3.2667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global|greataxe,greataxe:{attack3} | global:{meleeComboB},local:public/anim,wired_and_loads,mixamo,sword,animations/sword/two-hand-sword-combo,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/sword/two-hand-sword-combo,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
melee-combo-1,,0,not_played_unverified,not_played_unverified,attack,global|mace,mace:{skill} | global:{meleeComboA},local:public/anim,wired_but_load_fails,mixamo,combo,animations/combo/melee-combo-1,yes,yes,fail,load_err=self is not defined,animations/combo/melee-combo-1,BLOCKED_LOAD_ERROR,P0,LoopOnce,DO_NOT_LOAD,Fix the loader/runtime error or convert the source to a validated GLB.
melee-combo-2,,0,not_played_unverified,not_played_unverified,attack,axe|global,axe:{attack1} | global:{meleeComboB},local:public/anim,wired_but_load_fails,mixamo,combo,animations/combo/melee-combo-2,yes,yes,fail,load_err=self is not defined,animations/combo/melee-combo-2,BLOCKED_LOAD_ERROR,P0,LoopOnce,DO_NOT_LOAD,Fix the loader/runtime error or convert the source to a validated GLB.
great-sword-overhead,,0,not_played_unverified,not_played_unverified,attack,global,global:{overheadSlash},local:public/anim,wired_but_load_fails,mixamo,greatsword,animations/greatsword/great-sword-overhead,yes,yes,fail,load_err=document is not defined,animations/greatsword/great-sword-overhead,BLOCKED_LOAD_ERROR,P0,LoopOnce,DO_NOT_LOAD,Fix the loader/runtime error or convert the source to a validated GLB.
big-body-blow,,0,not_played_unverified,not_played_unverified,reaction,global,global:{bigBlow},local:public/anim,wired_but_load_fails,mixamo,reactions,animations/reactions/big-body-blow,yes,yes,fail,load_err=document is not defined,animations/reactions/big-body-blow,BLOCKED_LOAD_ERROR,P0,LoopOnce,DO_NOT_LOAD,Fix the loader/runtime error or convert the source to a validated GLB.
jump-away,,0,not_played_unverified,not_played_unverified,dodge,global,global:{jumpAway},local:public/anim,wired_but_load_fails,mixamo,reactions,animations/reactions/jump-away,yes,yes,fail,load_err=document is not defined,animations/reactions/jump-away,BLOCKED_LOAD_ERROR,P0,LoopOnce,DO_NOT_LOAD,Fix the loader/runtime error or convert the source to a validated GLB.
uppercut,,0,not_played_unverified,not_played_unverified,attack,global,global:{uppercutLaunch},local:public/anim,wired_but_load_fails,mixamo,reactions,animations/reactions/uppercut,yes,yes,fail,load_err=document is not defined,animations/reactions/uppercut,BLOCKED_LOAD_ERROR,P0,LoopOnce,DO_NOT_LOAD,Fix the loader/runtime error or convert the source to a validated GLB.
melee-combo-1-hit1,,,pipeline_locked_if_played,pipeline_locked_if_played,attack,knife|sword,sword:{comboHit1} | knife:{comboHit1},local:public/anim,wired_virtual_glb_slice,mixamo,combo,animations/combo/melee-combo-1-hit1,yes,virtual,virtual_subclip,No standalone file — loader slices from animations/combo/melee-combo-1.glb,animations/combo/melee-combo-1-hit1,BLOCKED_MISSING_ASSET,P0,LoopOnce,DO_NOT_LOAD,Restore or re-export the asset before controller registration.
melee-combo-1-hit2,,,pipeline_locked_if_played,pipeline_locked_if_played,attack,knife|sword,sword:{comboHit2} | knife:{comboHit2},local:public/anim,wired_virtual_glb_slice,mixamo,combo,animations/combo/melee-combo-1-hit2,yes,virtual,virtual_subclip,No standalone file — loader slices from animations/combo/melee-combo-1.glb,animations/combo/melee-combo-1-hit2,BLOCKED_MISSING_ASSET,P0,LoopOnce,DO_NOT_LOAD,Restore or re-export the asset before controller registration.
melee-combo-1-hit3,,,pipeline_locked_if_played,pipeline_locked_if_played,attack,knife|sword,sword:{comboHit3} | knife:{comboHit3},local:public/anim,wired_virtual_glb_slice,mixamo,combo,animations/combo/melee-combo-1-hit3,yes,virtual,virtual_subclip,No standalone file — loader slices from animations/combo/melee-combo-1.glb,animations/combo/melee-combo-1-hit3,BLOCKED_MISSING_ASSET,P0,LoopOnce,DO_NOT_LOAD,Restore or re-export the asset before controller registration.
